id,parsedContent
a568, 우리 나라 해안 자연 환경 우리 나라 해안 지형 해안 지형 해역 지형 특성 우리 나라 구역 우리 나라 해안 경제 환경 연안 지역 면적 인구 분포 토지 피복 공공시설 기반 시설 도로 교통 시설 발전시설 관광 시설 항만 어항 수 4장 기후 변화 해수면 상승 해수면 변화 기구 열팽창 해빙 고기후학 의 해수면 변동 우리 나라 해수면 변화 우리 나라 해수면 변화 우리 나라 상대 해수면 변화 미래 해수면 시나리오 주다 경험 의 해수면 예측 기후 변화 태풍 해수면 상승 영향 5장 우리 나라 해안 해수면 상승 영향 영향 물리 영향 경제 영향 침수 지역 면적 인구 분포 침수 지역 토지 피복 침수 지역 주거지 침수 지역 주거지 침수 예상 지역 주택 가격 산정 침수 예상 지역 개별 공동 주택 자산 가치 산정 침수 지역 공공시설 항만 항만 영향 항만 계류 시설 영향 항만 외곽 시설 영향 항만 시설 미치다 물리 영향 검토 시사점 구역 해안 지하수 미치다 영향 연약지반 미치다 영향 구역 분류 영향 6장 결 해안 모래사장 습지 산호초 암반 등 보전 가치 높다 자연 생태 더불다 주거 관광 항만 발전소 등 인간 시스템 집중 지역 해안 해양 외력 육지 외력 중첩 곳 해안 경제 활동 전통 높다 기준 해양 기후 빈도 요구 전통 기준 의 형성 되다 우리나라 해안 경제 활동 향후 예상 기후 변화 해수면 상승 발생 가능 취약 기후 변화 시대 새롭다 해안 제시 주제 세기 지구 온난화 최근 예측 온실가스 배출 시나리오 시나리오 진행 가정 하 예상 해수면 상승 대 연안역 다양 경제 활동 취약 여부 경제 부분 지역 정량 취약 정도 적응 방 향후 도출 것 위 3가지 질문 대 해답 통 세기 해수면 상승 대 우리나라 연안역 경제 활동 총체 취약 정도 적응 제시 취약 선정 경제 시스템 범람 면적 인구 토지 피복 주거 공공시설 등 차년 2011년 항만 연안 방조제 관광 시설 등 차년 2012년 발전소 배수 시설 등 차년 2013년 포함 이 차년 2011년 우리 나라 해안 자연 경제 이 토대 부분 대 물리 경제 영향 실시
a569,최근 들다 온실가스 저감 대 관심 증대 따르다 시장 경제 원리 활용 탄소 배출 저감 유도 경제 정책 수단 배출권 거래제 탄소세 제도 대 도입 논의 이루다 한국 있다 배출권 거래제 탄소세 제도 동시 적용 정책 혼합 시행 가능 고려 파급 효과 대 서유럽 경우 탄소세 도입 후 배출권 거래제 도입 경우 대부분 국가 경우 신규 배출권 거래제 적용 대 탄소세 부담 감소 중 부담 해소 정책 시행 우리 경우 배출권 거래제 탄소세 도입 시 이중 부담 해소 것 바람직 보이다 탄소세 배출권 거래제 적용 시 발생 탄소 수입 대 세수 중립 원칙 적용 있다 연료 소비 있다 탄소 비용 발생 경우 저소득층 소득 비용 증가 비율 높다 나타 만큼 이 대 고려 아래 같다 본문 제시 되다 탄소세 배출권 거래제 살펴 인용 탄소세 구세 배출권 거래제 전체 미치다 총후 변화 측면 차이 없다 반면 분배 측면 있다 차이 있다 언급 배출 무상 할당 경우 배출 무상 할당 받다 배 출자 탄소 수입 배출 가치 보유 수 있다 반면 경매 통 배출 할당 경우 탄소 수입 정부 활용 수 있다 때문 분배 측면 있다 제도 간 차이 있다 수 있다 살펴 탄소세 효과 경매 통 배출 할당 동일 밝히다 언급에너지원 세전 가격 금액 비교 통 에너지원 가격 수준 대 국제 비교 실시 세금 비중 기준 살펴 경질 연료유 용 가정용 경우 나라 비교 때 세전 가격 세금 비중 높다 것 나타 반면 경유 가정용 휘발유 가정용 옥탄가 경질 연료유 가정용 전기 가정용 경우 세전 가격 세금 비중 낮다 편 속 것 나타 세금 대액 기준 살펴 경질 연료유 용 가정용 경우 세금 대액 상대 높다 편 속 경유 가정용 휘발유 가정용 옥탄가 경질 연료유 가정용 전기 가정용 경우 세금 대액 낮다 편 속 것 나타 
a570, 2 추진 2부 해양 유류 유출 사고 환경 생태 영향 복원 방 해양 오염 실태 복원 방안 정책 제언 육상 훼손 실태 복원 방안 정책 제언 주민 건강 영향 제도 개선 방안 정책 제언 3부 해양 유류 유출 사고 경제 영향 회복 방 관광 피해 추정 배상 방안 정책 제언 태안 지역 발전 제도 개선 방안 정책 제언 4부 해양 유류 유출 사고 대응 예방 법 제도 개선 방 해양 유류 오염 환경 책임 개선 방안 현행 유류 오염 사고 배상 법제 문제점 유조 선주 부담금 유류 오염 손해 환경 손해 배상 문제 각국 국내 기금 제도 국내 기금 제도 구체 방 해양 유류 오염 정화 방제 개선 방안 법제 방제 주체 방제 주체 법 근거 허베이 스피리트 사고 시 문제점 해경청 공단 방제 자원 비교 현행 공단 방제 업무 외국 방제 제도 역할 방제 주체 역할 개선 5부 종합 2007년 12월 7일 발생 태안반도 허베이 스피리트 사고 막대 환경 피해 발생 이 동종 사고 원인 재발 방지 대책 세우다 대두 이 사고 이후 2009년 2011년 3년 동안 허베이 스피리트 사고 해양 유류 유출 사고 따르다 환경 생태 변화 경제 변화 모니터링 중 장기 영향 예측 종합 중 장기 정책 대응 방안 마련 데 있다 이 해양 유류 유출 사고 따르다 환경 생태 영향 복원 방안 경제 영향 회복 방안 사고 대응 예방 법 제도 개선 방안 나누다 세부 주제 대 진행
a571, 환경 가치 구축 분류 환경 자원 서비스 분류 추정 기법 분류 주화 검색 모듈 입력 모듈 구축 환경 자원 서비스 분류 따르다 구축 추정 기법 분류 의 구축 구축 생태 기능 추정 기법 구축 환경 가치 원단위 단위 가치 단위 가치 추정 비교 단위 가치 추정 메타 회귀 메타 회귀 설정 처리 변수 구축 수질 추정 말다 습지 추정 바 강 하천 호소 추정 사다 휴양 생태관광 추정 산림 추정 공원 추정 차 시사점환경 가치 정책 활용 가치 이전 가치 이전 기법 가치 이전 가치 이전 적용 기준 가치 이전 해외 적용 지침 검토 가치 이전 국내 적용 원칙 가치 이전 국내 적용 절차 점검 목록 가치 이전 국내 정책 제도 연계 향후 향후 수질 목록 습지 목록 강 하천 호소 목록 휴양 생태관광 목록 산림 목록 공원 목록 정부 부처 민간 기업 의사 결정자 비롯 학계 환경 컨설팅 환경 등 환경 질 변화 따르다 환경 가치 추정 대 기초 정보 제공 비용 편익 환경영향 포함 다양 정책 지원 것 일차 기획 3년 국내 환경 자원 서비스 분류 제시 국내 환경 가치 웹 기반 설계 구축 통 국내 환경 자원 가치 추정 종합 메타 회귀 포함 매체 생태계 환경 가치 원단위 단위 가치 추정 가치 이전 적용 지침 마련 통 정책 활용 방안 제시 등 세부 아래 진행 1차 해외 구축 검토 환경 서비스 분류 대 검토 통 국내 적합 분류 마련 작업 제시 되다 분류 토대 웹 기반 환경 가치 틀 설계 것 중심 추진 환경 자원 서비스 생활 환경 자연환경 구분 생활 환경 운용 중 환경영향 검토 기반 세부 구분 생태 생태 제공 기능 서비스 편익 개별 생태 기초 분류 병행 활용 검색 메뉴 기능 찾다 주제 찾다 동시 활용 가능 설계 검색 되다 목록 원 선택 세다 파일 형태 열다 저장 가능 2차 3차 구축 축적 되다 병행 추진 구축 측면 1차 마련 되다 틀 검색 모듈 입력 모듈 자동 내지 표준 작업 지속 추진 동시 진행 도출 되다 문제점 반영 입력 모듈 개선 가치 추정 익숙 사용 메뉴 창 가치 추정 추정 기법 대 설명 제공 이해 돕다 환경 가치 환경 가치 종합 정보 시스템 이름 3개월 간 시범 거치다 2011년 1월 한국 환경 정책 원 홈페이지 통 공식 오픈 2011년 10월 31일 339편 환경 가치 추정 정리
a572, 기후 변화 따르다 수질 영향 미래 기후 변화 시나리오 따르다 수질 영향 한반도 기후 변화 시나리오 검토 선정 낙동강 유역 시 공간 수문 수질 변화 분포 기후 변화 계절 영향 수질 농도 미치다 영향 이상 기후 변동 따르다 수질 변화 시나리오 유역 유출량 부하 량 변화 특성 낙동강 지점 수문 수질 변화 가뭄 홍수 수질 미치다 영향 기후 변화 시나리오 수질 예측 미치다 영향 수질 변화 예측 기후 변화 시나리오 검토 선정 기후 변화 시나리오 생성 기후 변화 시나리오 기반 수질 변화 전망 기후 변화 시나리오 기반 전망 계절 비교 마 비교 바 기후 변화 시나리오 기반 수질 변화 전망 검토 사다 기후 변화 대응 낙동강 유역 수질 방안 낙동강 유역 미래 수질 달성 정도 수질 취약 유역 검토 지역 도출 수질 기후 변화 취약 유역 오염원 배 출부 하량 기여 분포 기후 변화 수질 유역 도출 기후 변화 대응 수질 정책 비점 오염 수질 오염 총량 부하 지속 곡선 적용 물 통 지류 지천 살리다 도시 비점 오염 수질 모니터링 시스템 구축 하천 환경 용수 확보 수자원 부존 정도 수질 기후 변화 인류 환경 대 영향 미치다 중요 요소 이 문제 대 이해도 높이다 것 지속 가능 발전 최근 국내 기후 변화 수자원 양 변화 집중 기후 변화 따르다 지표수 수질 영향 관 미미 향후 수질 포함 통합 물 전략 기초 활용 데 한계 지니다 기후 변화 수질 영향 대 정책 기후 변화 영향 고려 효율 수질 방안 모색 2년 연차 차년 차년 되다 기후 변화 따르다 하천 호소 수온 변화 병원 미생물 미량 유해 물질 등 대 잠재 수질 영향 유역 차원 수리 수질 연계 구축 수 질모 시스템 기반 다양 기후 변화 조건 수질 대책 대 시나리오 통 수질 변화 영향 예측 차년 종합 기후 변화 대응 수질 전략 국가 정책 방안 제시
a573, 기후 변화 따르다 수문 영향 차년 차년 개선 차년 차년 차년 개선 기후 변화 시나리오 수문 인자 영향 시나리오 따르다 강우 특성 시나리오 따르다 기온 특성 시나리오 따르다 유출 변동 특성 기후 변화 시나리오 수자원 시스템 취약 댐 영향 기후 변화 따르다 농업용수 영향 하천 유지 유량 영향 국내 외 수자원 네트워크 구축 미국 스마트 워터 그리드 쟁점 시사점 미국 콜로 강의 빅 톰슨 프로젝트 쟁점 시사점 용담댐 건설 유역 변경 물 이동 쟁점 시사점 부산 경남 맑다 물 공급 쟁점 시사점 대구 경북 맑다 물 공급 쟁점 시사 점제살리다 수자원 네트워크 구축 방안 기능 보 건설 기능 보 기능 보 갈수 방안 신규 댐 건설 보현산 다목 댐 영주 다목 댐 영주댐 건설 의 하천 유지 유량 확보 농업용 저수지 둑 높이다 기후 변화 대응 능력 농업용 저수지 확보 수량 하천 유지 유량 공급 유역 통합 물 유역 물 이동 안동댐 임하 댐 도수 터널 연결 충주댐 유역 물 이동 가능 량 충주댐 안동댐 임하 댐 연계 방안 맑다 물 공급 대안 제언 시나리오 월 유출량 편차 최근 기후 변화 홍수 가뭄 물 부족 뿐 수질 오염 사고 발생 등 세계 수자원 합리 대 중요 증가 우리 물 부족 발생 가뭄 발생 물 대체 수 있다 자원 없다 것 깨닫다 되다 물 이상 강수 통 공급 무한정 자원 한정 되다 수자원 수자원 신중 현명 접근 요구 되다 기존 기후 변화 지구 기후 모형 의 미래 강우 유출량 산정 계절 유역 수문 변화 예측 수자원 시스템 검토 수자원 배분 다목 댐 연계 유역 차원 기후 변화 대응 초보 기후 변화 적극 대처 기후 변화 영향 취약 기반 다목 댐 용수 공급 시스템 활용 물 공급 포함 물 분배 균형 조정 방안 같다 유역 중 장기 물 전략 것 사료 기후 변화 대응 국가 물 취약 물 안보 전략 수자원 측면 연차 1차 도 낙동강 유역 다목 댐 같다 수리 시설물 물 공급 시스템 반영 물 네트워크 모형 구축 이 낙동강 유역 적용 기후 변화 따르다 유역 용수 공급 시스템 영향 취약 차년 차년 돕다 마찬가지 낙동강 유역 기후 변화 대 강우 기온 유출량 기후 변화 영향 다목 댐 같다 수리 시설물 물 공급 시스템 반영 물 네트워크 모형 기반 다양 모형 의 온실가스 배출 시나리오 중 적용 기후 변화 따르다 유역 물 공급 시스템 영향 취약 이 더불다 살리다 포함 다기능 신규 댐 기존 댐 연계 농업용 저수지 둑 높임 대 기후 변화 대 적응 능력 강수계 충주댐 물 이동 검토 낙동강 수계 현안 문제 하천 유지 유량 확보 맑다 물 공급 되다 해결 방안 제시 노력 정책 제언 기후 변화 대응 낙동강 유역 차원 시공간 물 수급 균형 해소 적응 전략 살리다 이후 물 시스템 효율 낙동강 유역 현안 기후 변화 고려 물 대응 방안 마련
a574, 2차 1차 2차 3차 3차 공간 극 홍수 감방 안 극 홍수 용어 국내외 극 홍수 국내 극 홍수 해외 극 홍수 극 홍수 저감 방안 하천 공간 확보 가능 지점 낙동강 유역 하천 공간 지리 지형 인문 하천 정비 환경 생태 말다 역사 문화 관광 바 낙동강 하천 공간 종합 낙동강 유역 하천 공간 확보 가능 지점 선정 강변 저류지 농경지 저류지 하천 공간 확보 검토 선정하천 공간 확보 따르다 극한 홍수 방어 효과 모형 구축 대강 전 후 수위 변화 극 홍수 발생 시 위험 지구 극 홍수 위험 구간 위험 구간 제방 붕괴 따르다 범람 강변 저류지 의 수위 저감 효과 보전 지역 활용 하천 공간 확보 방안 보전 지역 보전 지역 보전 지역 토지 확보 방안 비교 보전 지역 설정 관 세부 보전 지역 설정 절차 보전 지역 설정 경제 효과 강변 저류지 설치 따르다 비용 산정 하천 공간 확보 보전 지역 국내 적용 방안 하천 공간 확보 관 주민 의식 설문 문항 시사 점제생태 문화 하천 공간 유형 적용 생태 문화 측면 하천 공간 유형 설정 하천 지구 기존 구분 유형 하천 공간 조성 유형 설정 낙동강 하천 공간 생태 문화 유형 분류 하천 공간 유형 적용 방 낙동강 하천 공간 유형 적용 제언 2011년 서울시 침수 미국 미시시피 강 범람 태국 방콕 범람 등 기후 변화 의 극한 홍수 발생 현상 세계 이슈 우리 나라 예외 되다 수 없다 따르다 그간 전 지구 기온 상승 이 강우량 증가 것 되다 이러 기후 변화 2011년 6월 미국 미시시피 유역 넘다 지속 강우 미시시피 강 제방 범람 위기 처 홍수위 저감 농촌 지역 제방 인위 붕괴 하류 위치 도시 지역 보호 모간 수문 개방 악마 선택 이르다 1998년 중국 양쯔 강 대홍수 하류 도시 지역 시설 보호 상류 위치 농촌 지역 제방 인위 폭파 홍수 저류 이 같다 기후 변화 따르다 설계 빈도 초과 극한 홍수 횡 하천 공간 확보 통 치수 정책 보완 보이다 극한 홍수 발생 경우 확보 가능 천변 공간 분포 파악 횡 공간 확보 통 극한 홍수 방어 효과 유역 차원 치수 대책 강변 저류지 같다 횡 하천 공간 확보 통 치수 대책 보완 이 하천 공간 확보 조성 있다 환경 생태 가치 높이다 지역 문화 특성 반영 종합 방안 것 이 따르다 1차 기후 변화 대응 하천 공간 확보 강조 제방 하천 공간 확보 따르다 주민 주 경제 홍수피 경감 공간 확보 방안 낙동강 본류 강변 저류지 습지 구하 복원 가능 지점 제시 한편 2차 구체 하천 공간 설정 통 낙동강 지류 하천 대 강변 저류지 가능 지점 선정 토지 매수 이외 지역 설정 등 다양 공간 확보 방안 대 검토 시범 지역 선정 치수 생태 문화 측면 고려 하천 공간 확보 전략 제시 3차 2차 검토 되다 하천 공간 500년 빈도 이상 극한 홍수 발생 경우 치수 효과 지역 주민 의식 통 극 홍수 하천 있다 공간 확보 방안 토지 매입 지역 설정 대 35개 저류지 장소 환경 기능 입각 하천 공간 생태 문화 복합 분류 이러 분류 하천 공간 조성 유용 활용 수 있다 것 기대
a575, 추진 추진 수도 개편 상하수도 상수도 하수 상하수도 형태 지방 자치 단체 경영 지방 공사 공단 상하수도 문제점 상수도 경영 문제점 하수 문제점 상하수도 문제점 상하수도 개편 제수도 통합 추진 영향 상하수도 통합 추진 상하수도 통합 환경부 지방 상수도 전문 기관 통합 행정 안전 부 통합 효과 강원 남부 강원 동부 통합 효과 경남 서부 통합 효과 회귀 모형 통 통합 효과 산정 상하수도 통합 추진 통합 상하수도 정책 통합 효율 전 문화 경쟁력 강화 재정 요금 정책 지역 균형 보편 서비스 말다 연계 정책 물 절약 수자원 정책통합 수도 수도 정책 정비 통합 추진 효율 상하수도 통합 추세 논의 통합 추진 형태 검토 통합 효율 방안 상하수도 통합 전문 자 육성 상하수도 통합 자 육성 환경 공공 전문 기업 육성 민간 전문 기업 육성 전 문화 경쟁력 강화 경쟁 촉진 성과 제도 구축 구축 소비자 역할 강화 말다 정책 여자 수용성 제고 재정 합리 통합 재정 조정 방 통합 추진 따르다 재정 지원 합리 수도 서비스 형평 개선 방 수도 서비스 형평 수도 서비스 지불 가능 접근 지역 균형 보편 서비스 지역 격차 해소 조정 정책 도구 가능 검토 연계 정책 정비 상하수도 정책 연계 합리 소비자 투자 선택 경제 유인 수도 자 유인 구축 첨부 상하수도 통합 추진 해외 국내 첨부 민 관 결합 조직 유형 검토 첨부 상하수도 지표 첨부 미국 통신 상하수도 시설 개선 통합 상수도 시설 문제점 하수 시설 문제점 상하수도 시설 개선 방안 상하수도 통합 상하수도 시설 상하수도 재정 수도 재정 상하수도 재원 조달 보조금 수도 통합 따르다 재정 지원 물 자원 가치 변화 인식 우리나라 상하수도 효율 문제 합리 서비스 공급 어려움 있다 대내 높다 품질 수도 서비스 대 요구 높다 수도 서비스 공급 지역 형평 제고 부각 한편 대외 수도 서비스 국제 표준 제정 국제 물 시장 개방 압력 대응 경쟁력 있다 육성 있다 상하수도 효율 증진 경쟁력 강화 개편 따르다 일환 상하수도 통합 추진 제한 되다 경쟁 구도 전문 자 대안 한계 개편 추진 정책 도구 미비 통합 되다 수 효율 제고 경쟁력 강화 실행 미비 통합 추진 효과 제고 갖추다 실정 상하수도 통합 따르다 효율 제고 수도 경쟁력 강화 실현 통합 상하수도 시스템 효과 관건 통합 수도 시스템 하 수도 정책 정비 있다 물 자원 대 수요 가치 변화 높다 수 서비스 품질 대 요구 충족 물 효율 경쟁력 제고 정책 상하수도 개편 효과 물 자원 영향 연계 정책 등 상하수도 개편 효과 제고 정책 달성 정책 정비 방안 제시
a576, 기후 변화 물 물 물 안보 녹색 성 기후 변화 대응 국내외 물 정책 동향 국내 동향 기후 변화 대응 미래 수자원 전략 국가 기후 변화 적응 대책 물 환경 비전 해외 동향 미국 영국 일본 호주 소결기후 변화 따르다 한반도 물 순환 영향 전망 한반도 기후 물 순환 전망 한반도 기후 변화 기후 변화 따르다 영향 기후 변화 따르다 미래 물 순환 변화 기상 국내 물 순환 변화 전망 기후 변화 영향 예측 해석 기후 변화 수문 현상 예측 수문 현상 예측 관 소결 물 취약 수자원 기후 변화 따르다 수자원 취약 기후 변화 대응 수자원 수질 수생 태계 기후 변화 따르다 수질 영향 기후 변화 수생 태계 미치다 영향 홍수 해수면 상승 홍수 방어 취약 해수면 상승 따르다 취약 물 환경 인프라 기후 변화 적응 녹색 인프라 물 환경 인프라 온실가스 발생 감축 물 현행 수도 요금 문제점 수도 요금 현실 물 갈등 물 갈등 원인 해결 남북 공유 하천 공동 물 안보 확보 소결물 안보 확보 전략 제안 물 안보 위상 물 안보 확보 물 안보 정립 물 안보 확보 전략 제안 물 순환 건전 회복 물 확보 유역 중심 물 구축 물 기후 변화 적응 재원 투자 마련 말다 기후 변화 적응 능력 배 양제정책 제언 수자원 하천 수질 수생 태계 지하수 등 물 기후 변화 취약 대 2010년 기후 변화 대응 국가 물 안보 체제 구축 성과 토대 총괄 관점 기후 변화 따르다 물 취약 이 대응 수 있다 물 안보 전략 도출 한반도 기후 변화 평균 기온 상승 강수량 증가 전개 것 전망 대부분 내놓다 기후 변화 영향 크기 발생 빈도 등 관 자 따르다 다르다 나타 이러 예측 가지다 수자원 직접 즉시 활용 장애 요인 되다 정량 줄이다 진행 미흡 수준 물 기후 변화 취약 수자원 극 홍수 해수면 상승 해안 침식 물 환경 인프라 시설 수요 갈등 등 살펴 수자원 기후 변화 크다 영향 받다 것 예상 영향 크기 지역 다르다 나타 전체 연평균 강우량 증가 것 예상 강수 패턴 변화 지역 시기 물 부족 발생 위험 있다 것 수질 기후 변화 강우 강도 높다 토사 발생 증가 기온 상승 수온 상승 것 기후 변화 영향 담수 생태 수온 상승 강우 패턴 변화 크다 영향 주다 것 예상 수온 상승 따르다 영향 관찰 기후 변화 예측 극한 홍수 발생 위험 높다 200년 빈도 설계 되다 하천 500년 빈도 극한 홍수 한계 있다 국내 해안 침식 문제 되다 해수면 상승 따르다 피해 크다 것 예상 하수 시설 등 물 환경 인프라 시설 비 내리다 지역 빗물 저류 처리 최대 온실가스 배출 최소 수 있다 녹색 인프라 거듭 것 판단 외 물 수요 현행 수도 요금 대 문제점 국내 지역 간 물 갈등 남북 공유 하천 둘러싸다 갈등 원인 해결책 모색
a577, 해양 에너지 보급 정책 동향 해양 에너지 1차 에너지 재생 에너지 해양 에너지 우리 나라 에너지 1차 에너지 재생 에너지 전망 해양 에너지 해양 에너지 건설 따르다 환경 영향 조력 발전 건설 나타 공통 영향 수위 차 감소 조간대 면적 변화 조류 속 해수 유통 변화 갯벌 습지 보존 구역 훼손 생물학 영향 해외 조력 발전 나타 환경 영향 프랑스 조력 발전 영국 조력 발전 국내 조력 발전 나타 환경 갈등 가로림만 조력 발전 인천 조력 발전 강화 조력 발전 국내 조력 발전 대 종합 국내 조력 발전 갈등 근본 원인 해양 에너지 보급 신재 에너지 의무 할당 제도 사전 환경 검토 인천 강화 환경영향 가로 림 대 불신 검토 대 불신 말다 주민 의견 수렴 방식 대 불만 바 추진 따르다 이익 보상 대 불만환경 문제 저감 방안 전략 환경 확대 적용 전략 환경 원칙 대 가이드라인 국외 전략 환경 확대 시행 방안 도입 적용 적용 국내 조력 발전 대 적용 말다 국내 조력 발전 적용 한계 조력 발전 대 사전예방원칙 접근 사전예방원칙 법 근거 사전예방원칙 법 성질 사전예방원칙 국제 협약 적용 국내 조력 발전 대 사전예방원칙 적용 해양 재생 에너지 따르다 환경 영향 추진 과정 나타 환경 갈등 근본 원인 저감 방안 모색 환경 친화 수용성 고려 해양 에너지 정책 추진 제시 해양 에너지 가운데 기술 상용 보급 있다 해양 에너지 많다 환경 문제점 갈등 나타 조력 발전 초점 맞추다 국내외 조력 에너지 과정 제기 되다 환경 문제점 환경 갈등 쟁점 근본 원인 도출 문제 저감 갈등 예방 방안 전략 환경 확대 적용 사전예방원칙 입각 의견 수렴 방안 기법 적용 제안 국내외 조력 발전 통 나타 환경 영향 수위 차 감소 해수 유통 감소 조지 생물상 변화 갯벌 습지 보존 구역 훼손 등 있다 국내 추진 조력 발전 방조제 방식 방조제 건설 의 조지 고조 위 하강 조위 상승 수위 차 감소 되다 이 조간대 면적 감소 조지 갯벌 습지 훼손 야기 조간대 지역 서식 생물상 훼손 동반 되다 조지 내 전반 유속 감소 체류 시간 길다 짐 따르다 해수 유통 떨어지다 염도 구배 변화 나타 것 예상 이 조지 생물상 변화 야기 수 있다 퇴적물 침전 갯벌 성상 변화 가져오다 수 있다 만내 유입 오염 물질 외해 배출 어렵다 수질 악화 조지 식물 플랑크톤 급증 우려 있다 국내 조력 발전 경우 지 내 저어새 물범 같다 보호 종 서식지 습지 보호 지역 포함 경우 많다 이 부정 영향 나타 것 예상
a578, 국내 문제점 국내 에너지 사용량 이산화 탄소 대기 오염 물질 배출 동향 에너지 사용량 이산화 탄소 대기 오염 물질 배출 추이 우리 나라 주 요국 탄소 배출 량 탄소 집약 비교 이산화 탄소 배출 량 전망 정부 감축 국내 에너지 비용 규모 비용 발생 요인 에너지 비용 규모 국내 에너지 가격 조세 문제점 국내 에너지 가격 조세 에너지 가격 과세 문제점 1차 2차 에너지 세제 개편 한계 점제해외 동향 시사점 해외 탄소세 도입 에너지 세제 개편 동향 스웨덴 데다 마크 영국 독일 말다 핀란드 바 네덜란드 도입 시사점 도입 시사 점제 4장 탄소세 도입 에너지 세제 개편 시장 기반 정책 수단 우위 탄소세 배출권 거래제 비교 탄소세 도입 에너지 세제 개편 제 5장 탄소세 도입 시나리오 환경 경제 파급 효과 탄소세 도입 시나리오 설정 세수 추계 탄소세 도입 시나리오 시나리오 세수 추계 탄소세 도입 따르다 이산화 탄소 저감 효과 탄소세 시나리오 경제 파급 효과 탄소세 부과 따르다 물가 파급 효과 탄소세 부과 따르다 경제 파급 효과 에너지 업종 탄소세 부과 따르다 경제 파급 효과 탄소세 부과 따르다 소득 분배 효과 가구 가정 수송 에너지원 사용량 추정 가구 가정 수송 에너지 지출액 가구 에너지 사용량 추정 탄소세 부과 소득 분배 효과 탄소세 세수 활용 녹색 기술 혁신 미치다 영향 투자 녹색 기술 혁신 미치다 영향 정책 시사 점제 6장 탄소세 도입 수용성 제고 방안 탄소세 도입 당위 과세 탄소세 도입 방식 탄소세 도입 전략 시기 탄소세 세수 운용 방식 중 부담 해소 정책 혼합 결 향후 국내 이산화 탄소 배출 량 2020년 기간 연평균 증가 기록 것 전망 2020년 우리나라 이산화 탄소 배출 량 나타내다 것 예상 이 2005년 비 배 증가 양 발전 수송 증가 높다 나타 전망 이 정부 2020년 온실가스 배출 대 기준 성장 시나리오 전망 감축 안 감축 대내외 공표 이 달성 수단 강구 중 세부 이행 세우다 7개 25개 업종 세분 올해 9월 감축 설정 정부 감축 수단 저탄소 기술 저탄소 제품 에너지 보급 확대 국한 탄소세 도입 에너지 세제 개편 등 에너지 수요 대책 결여 이 대 보완 대책 우리 나라 온실가스 의무 감 축국 편입 상황 대기 오염 교통 혼잡 등 에너지 사용 발생 비용 시장 가격 내재 비용 최소 선제 탄소세 도입 에너지 세제 환경친화 개편 방안 마련 이 시나리오 탄소세 부과 따르다 경제 파급 효과 살펴 향후 탄소세 도입 시 수용성 제고 정책 제시 탄소세 부과 시나리오 탄소세 부과 따르다 긍정 부정 효과 살펴 경제 미치다 부정 효과 최소 방안 찾다 데 있다 시나리오 에너지 원별 배출 계수 배출 계수 감안 것 영국 추정 탄소 톤 25유로 배출 가격 반영 것 시나리오 유럽 요국 부과 탄소세 평균 세율 우리 나라 적용 것
a579, 탄소 시장 국제 연계 동향 국제 탄소 시장 동향 배출권 거래제 국제 연계 동향 중 일 국 온실가스 한 중 일 경제 지표 배출 한 중 일 국 무역 한국 무역 중국 무역 일본 무역 한 중 일 상호 간 무역 말다 한 중 일 국 업종 무역 한 중 일 국 에너지 수출입 한 중 일 국 온실가스 감축 정책 한국 온실가스 감축 정책 중국 온실가스 감축 정책 일본 온실가스 감축 정책 4장 중 일 배출권 거래제 연계 따르다 파급 효과 모형 시나리오 시뮬레이션 시사점 배출 량 변화 누출 효과 배출권 가격 국간 배출 거래 경제 지표 영향 업종 파급 효과 말다 배출권 수입 제한 조치 파급 효과 정책 시사점 교토 정서 따르다 국제법 구속력 갖다 감축 의무 할당 이 기초 국제 탄소 시장 발전 국가 간 이해관계 첨예 대립 정체 상태 불가피 전망 이 따르다 개별 국가 지역 단위 자발 배출권 거래제 추진 점진 국제 연계 방안 유력 대안 검토 한국 중국 일본 동북아 핵심 3개국 경우 국제 탄소 시장 연계 고려 온실가스 감축 정책 도입 가속 개별 국가 지역 단위 배출 거래 제도 국제 연계 가능 중 국간 배출 거래 제도 연계 시 예상 경제 환경 영향 이 중 국 무역 온실가스 감축 정책 배출 집약 감축 잠재력 대 연산 가능 균형 모형 통 국가 배출권 거래제 도입 경제 환경 영향 2008년 기준 중 국의 세계 차지 배출 량 달 따르다 국의 비중 배출 량 비중 2035년 증가 전망 원유 천연가스 석탄 등 화석 연료 수입 있다 국 세계 10위 이내 속 석탄 경우 일본 중국 한국 세계 3위 수입국 무엇 최근 10년 간 국 에너지 수입 급속 증가세 보이다 한국 에너지 수입 비중 증가 심각 수준 한국 경우 화석 연료 수입액 원유 석탄 천연가스 석유 석유 제품 기준 2000년 배 증가 전체 수입 차지 비중 증가 한국 2008년 기준 인 에너지 순수입 인 통계 기준 세계 최고 기록 이 중 국 경제 규모 온실가스 배출 국제 에너지 수급 있다 국제 비중 크다 뿐 증가 크다 향후 국제 탄소 시장 전개 과정 중요 역할 담당 되다 것 중 국을 비교 때 한국 일본 에너지 수입 의존도 높다 탄소 집 약도 낮다 공통점 갖다 중국 경제 성장 높다 에너지 집 약도 높다 특징 갖다 한국 중국 무역의존도 높다 국가 속 이러 특징 국 국내 온실가스 감축 정책 설계 있다 국간 탄소 시장 연계 있다 입장 처 되다 가능 보이다
